Artist,Title,Popularity,Duration_ms,Album,Danceability,Acousticness,Energy,Liveness,Loudness,Valence,Tempo,Speechiness,Artist_Popularity,Artist_Genres,Artist_Followers,Artist_Country,Artist_Song,Song_ID
Da Hool,MEET HER AT THE LOVE PARADE,33,210060,Meet Her At The Love Parade (Live at Tomorrowland),0.566,0.0221,0.976,0.274,-7.208,0.26,151.021,0.0832,74,"belgian dance, belgian edm, big room, dutch house, edm, electro house, pop dance, progressive electro house",3527224,Unknown,Da Hool - MEET HER AT THE LOVE PARADE,3878
Dario G,SUNCHYME,37,235850,Dance Party,0.694,0.0114,0.977,0.0916,-4.554,0.327,132.998,0.0741,49,"dream trance, eurodance, hip house",29259,Unknown,Dario G - SUNCHYME,3879
Sting & The Police,ROXANNE97 - PUFF DADDY REMIX,10,272666,The Very Best Of Sting And The Police,0.867,0.0437,0.704,0.0469,-8.923,0.69,97.672,0.106,73,"permanent wave, soft rock, sophisti-pop",3495171,Unknown,Sting & The Police - ROXANNE97 - PUFF DADDY REMIX,3880
Skik,OP FIETSE,43,289946,Niks Is Zoas 't Lek,0.496,0.094,0.765,0.293,-9.169,0.831,104.269,0.0303,32,"dutch indie, dutch rock, nederpop, streektaal",9819,Unknown,Skik - OP FIETSE,3881
Metallica,THE MEMORY REMAINS,55,279240,Reload,0.432,0.000321,0.904,0.206,-3.697,0.6,144.401,0.0432,84,"hard rock, metal, old school thrash, rock, thrash metal",28985359,Unknown,Metallica - THE MEMORY REMAINS,3882
Benny Neyman,MOOI ZIJN ALLE VROUWEN,20,215973,Je Dromen Achterna,0.505,0.388,0.303,0.152,-10.67,0.419,171.934,0.0309,43,"classic belgian pop, levenslied, nederpop, vintage dutch pop",49491,Unknown,Benny Neyman - MOOI ZIJN ALLE VROUWEN,3883
Volumia!,HET IS OVER,27,241506,Volumia!,0.564,0.294,0.48,0.129,-9.365,0.182,119.051,0.0292,41,"dutch pop, dutch rock",50060,Unknown,Volumia! - HET IS OVER,3884
Moby,JAMES BOND THEME (MOBY'S RE-VERSION),36,203373,I Like to Score,0.594,0.000219,0.939,0.327,-4.193,0.375,124.147,0.0454,70,"downtempo, electronica",1927936,Unknown,Moby - JAMES BOND THEME (MOBY'S RE-VERSION),3885
LL Cool J,PHENOMENON,48,244733,Phenomenon,0.862,0.000331,0.606,0.0706,-8.136,0.485,105.972,0.276,66,"east coast hip hop, golden age hip hop, hip hop, old school hip hop, queens hip hop, rap",1787423,Unknown,LL Cool J - PHENOMENON,3886
Chumbawamba,TUBTHUMPING,67,278778,Tubthumper,0.348,0.128,0.88,0.357,-7.366,0.606,101.185,0.0978,56,anarcho-punk,129980,Unknown,Chumbawamba - TUBTHUMPING,3887
Buckshot Lefonque,ANOTHER DAY,40,213933,Music Evolution,0.668,0.567,0.63,0.261,-10.204,0.528,94.026,0.0333,35,jazz rap,27239,Unknown,Buckshot Lefonque - ANOTHER DAY,3888
Wyclef Jean,GUANTANAMERA,52,270493,Wyclef Jean presents The Carnival featuring Refugee Allstars (feat. Refugee All Stars),0.833,0.00195,0.431,0.124,-8.991,0.385,87.97,0.178,73,rap kreyol,362881,Unknown,Wyclef Jean - GUANTANAMERA,3889
Antiloop,IN MY MIND,41,208040,LP,0.573,0.0034,0.981,0.34,-7.634,0.0642,141.168,0.0674,36,eurodance,17489,Unknown,Antiloop - IN MY MIND,3890
Puff Daddy & The Family feat. The Notorious B.I.G. & Mase,BEEN AROUND THE WORLD,54,325933,No Way Out,0.815,0.0191,0.529,0.406,-10.117,0.73,99.439,0.28,74,"dance pop, east coast hip hop, hip hop, hip pop, pop rap, rap",1811490,Unknown,Puff Daddy & The Family feat. The Notorious B.I.G. & Mase - BEEN AROUND THE WORLD,3891
The Sunclub,SINGLE MINDED PEOPLE,13,193992,Single Minded People,0.758,0.382,0.457,0.107,-13.279,0.779,131.915,0.0413,29,,1724,Unknown,The Sunclub - SINGLE MINDED PEOPLE,3892
Refugee Camp All Stars feat. Pras & Ky-Mani,AVENUES,25,258866,Avenues (feat. Pras with Ky-Mani),0.92,0.000164,0.411,0.0616,-8.483,0.562,103.906,0.147,39,,6130,Unknown,Refugee Camp All Stars feat. Pras & Ky-Mani - AVENUES,3893
The Kelly Family,BECAUSE IT'S LOVE,39,225066,Growin' Up,0.611,0.189,0.416,0.111,-8.369,0.176,92.957,0.0274,53,,210665,Unknown,The Kelly Family - BECAUSE IT'S LOVE,3894
U2,PLEASE,45,139760,I Believe In Father Christmas EP,0.289,0.0201,0.802,0.436,-9.423,0.501,140.767,0.0497,79,"irish rock, permanent wave, rock",12699333,Unknown,U2 - PLEASE,3895
Boyz II Men,4 SEASONS OF LONELINESS,44,292400,Evolution,0.58,0.822,0.488,0.115,-10.494,0.194,98.49,0.0437,70,"boy band, contemporary r&b, new jack swing, r&b, urban contemporary",3248019,Unknown,Boyz II Men - 4 SEASONS OF LONELINESS,3896
T-Spoon,SEX ON THE BEACH,49,226000,The Hit Collection,0.841,0.316,0.933,0.18,-7.022,0.944,100.011,0.058,38,"eurodance, hip house",22293,Unknown,T-Spoon - SEX ON THE BEACH,3897
The Rolling Stones,ANYBODY SEEN MY BABY,57,271160,Bridges To Babylon (Remastered),0.603,0.00286,0.742,0.256,-4.363,0.47,105.036,0.0327,80,"album rock, british invasion, classic rock, rock",14637657,Unknown,The Rolling Stones - ANYBODY SEEN MY BABY,3898
The Notorious B.I.G. feat. Puff Daddy & Mase,MO MONEY MO PROBLEMS,72,257399,Life After Death (2014 Remastered Edition),0.845,0.0128,0.884,0.203,-4.506,0.904,104.536,0.0759,79,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",11050323,Unknown,The Notorious B.I.G. feat. Puff Daddy & Mase - MO MONEY MO PROBLEMS,3899
Will Smith,MEN IN BLACK,64,227266,Big Willie Style,0.801,0.0968,0.581,0.0971,-8.491,0.656,107.545,0.0681,68,"hip hop, pop rap",1011040,Unknown,Will Smith - MEN IN BLACK,3900
BZN,WEDDING BELLS,28,221093,Pearls,0.54,0.217,0.74,0.214,-4.237,0.537,111.006,0.0306,45,nederpop,50794,Unknown,BZN - WEDDING BELLS,3901
Missy Elliott,THE RAIN - SUPA DUPA FLY,53,251000,Supa Dupa Fly,0.836,0.141,0.595,0.329,-9.338,0.762,79.98,0.201,72,"dance pop, hip hop, hip pop, neo soul, pop rap, r&b, rap, urban contemporary, virginia hip hop",2561372,Unknown,Missy Elliott - THE RAIN - SUPA DUPA FLY,3902
Mariah Carey,HONEY,58,299826,Butterfly,0.694,0.119,0.824,0.152,-6.756,0.675,95.833,0.0909,82,"dance pop, pop, urban contemporary",10629538,Unknown,Mariah Carey - HONEY,3903
Oasis,STAND BY ME,62,355866,Be Here Now (Deluxe Remastered Edition),0.194,0.0864,0.825,0.182,-2.605,0.35,169.974,0.041,81,"beatlesque, britpop, madchester, permanent wave, rock",10887620,Unknown,Oasis - STAND BY ME,3904
Frans Bauer,BELLA MADONNA,9,190066,Bauer Top100,0.57,0.354,0.685,0.114,-7.47,0.667,120.074,0.0356,50,levenslied,130442,Unknown,Frans Bauer - BELLA MADONNA,3905
Ginuwine,WHEN DOVES CRY,38,308906,Ginuwine... The Bachelor,0.806,0.0272,0.552,0.1,-6.411,0.8,94.04,0.112,67,"contemporary r&b, hip pop, r&b, urban contemporary",2652164,Unknown,Ginuwine - WHEN DOVES CRY,3906
DJ Madman,TROUW MET MIJ (WIL JE RUZIE MET JE FAMILIE?),5,199066,CeeDeetje,0.798,0.171,0.892,0.212,-5.325,0.94,139.979,0.0798,22,,902,Unknown,DJ Madman - TROUW MET MIJ (WIL JE RUZIE MET JE FAMILIE?),3907
R. Kelly,GOTHAM CITY,30,285680,The Essential R. Kelly,0.725,0.0303,0.634,0.296,-5.519,0.452,135.793,0.0483,69,,2432337,Unknown,R. Kelly - GOTHAM CITY,3908
Meredith Brooks,BITCH,68,252760,Blurring The Edges,0.617,0.0113,0.886,0.0523,-5.953,0.645,96.328,0.0551,55,"lilith, pop rock",161928,Unknown,Meredith Brooks - BITCH,3909
De Bos,ON THE RUN,11,384385,On The Run (Remastering 2014),0.806,0.000452,0.837,0.667,-4.524,0.219,127.996,0.0663,12,dutch trance,579,Unknown,De Bos - ON THE RUN,3910
George Michael,YOU HAVE BEEN LOVED,49,330800,Older,0.605,0.243,0.243,0.113,-15.602,0.161,136.79,0.028,75,"new wave pop, soft rock",5066500,Unknown,George Michael - YOU HAVE BEEN LOVED,3911
Nalin & Kane,BEACHBALL,53,234160,Beachball,0.781,0.0178,0.779,0.386,-8.143,0.612,134.007,0.0455,47,"bubble trance, german techno",21198,Unknown,Nalin & Kane - BEACHBALL,3912
Backstreet Boys,EVERYBODY (BACKSTREET'S BACK),66,224960,This Is The End: Original Motion Picture Soundtrack,0.735,0.025,0.873,0.265,-3.493,0.586,108.021,0.0402,78,"boy band, dance pop, pop",5993383,Unknown,Backstreet Boys - EVERYBODY (BACKSTREET'S BACK),3913
Marianne Weber,ALS STERREN STRALEN,9,232800,Morgen Wordt 't Anders,0.354,0.424,0.662,0.284,-6.73,0.541,105.325,0.0428,38,levenslied,33144,Unknown,Marianne Weber - ALS STERREN STRALEN,3914
All Saints,I KNOW WHERE IT'S AT,41,293733,All Saints,0.684,0.0221,0.737,0.154,-7.068,0.712,97.472,0.053,57,"dance pop, europop, girl group, new wave pop",563458,Unknown,All Saints - I KNOW WHERE IT'S AT,3915
Hanson,WHERE'S THE LOVE,43,252360,Middle Of Nowhere,0.585,0.00173,0.971,0.172,-5.125,0.606,115.817,0.047,59,boy band,518170,Unknown,Hanson - WHERE'S THE LOVE,3916
"Lil' Kim feat. Da Brat, Left Eye, Missy Elliott and Angie Martinez",NOT TONIGHT,48,252520,Not Tonight EP,0.854,0.0689,0.602,0.292,-10.162,0.592,99.429,0.32,66,"dance pop, east coast hip hop, hip hop, hip pop, pop rap, r&b, rap, southern hip hop, trap queen, urban contemporary",1783330,Unknown,"Lil' Kim feat. Da Brat, Left Eye, Missy Elliott and Angie Martinez - NOT TONIGHT",3917
Tina Cousins,KILLIN' TIME,9,239306,Killing Time,0.706,0.343,0.863,0.0798,-7.806,0.309,130.014,0.0483,44,"bubblegum dance, eurodance",24498,Unknown,Tina Cousins - KILLIN' TIME,3918
Coolio feat. 40 Thevz,C U WHEN U GET THERE,15,310800,The Collection,0.758,0.0104,0.56,0.301,-7.708,0.454,91.176,0.171,72,"g funk, gangster rap, hip hop, west coast rap",1311754,Unknown,Coolio feat. 40 Thevz - C U WHEN U GET THERE,3919
Eternal feat. Bebe Winans,I WANNA BE THE ONLY ONE,52,216693,Before The Rain,0.627,0.468,0.768,0.126,-7.775,0.802,100.071,0.0625,44,"europop, girl group",115029,Unknown,Eternal feat. Bebe Winans - I WANNA BE THE ONLY ONE,3920
Vengaboys,PARADA DE TETTAS,44,244732,The Party Album!,0.67,0.0263,0.778,0.0867,-4.954,0.539,135.921,0.205,65,"eurodance, europop",500067,Unknown,Vengaboys - PARADA DE TETTAS,3921
The Verve,BITTER SWEET SYMPHONY,78,357266,Urban Hymns (Remastered 2016),0.356,0.0335,0.917,0.406,-6.006,0.518,171.176,0.0479,68,"britpop, permanent wave, rock, shoegaze",2439414,Unknown,The Verve - BITTER SWEET SYMPHONY,3922
Ultra Naté,FREE,58,233293,Free - The Strictly Collection,0.755,0.00389,0.914,0.0371,-6.096,0.736,124.97,0.0371,54,"diva house, garage house, vocal house",65993,Unknown,Ultra Naté - FREE,3923
Party Animals,MY WAY,18,214093,My Way,0.532,0.00401,0.962,0.324,-7.751,0.276,164.947,0.0649,48,"gabber, happy hardcore",47359,Unknown,Party Animals - MY WAY,3924
Jon Bon Jovi,QUEEN OF NEW ORLEANS,31,269200,Destination Anywhere,0.456,0.00477,0.946,0.375,-5.653,0.538,164.195,0.0444,55,hard rock,2633077,Unknown,Jon Bon Jovi - QUEEN OF NEW ORLEANS,3925
Golden Earring,BURNING STUNTMAN,21,242666,Very Best Of Vol. 1 - Part Two,0.614,0.0135,0.838,0.0905,-8.412,0.4,129.987,0.0406,55,"album rock, dutch prog, dutch rock, nederpop",282564,Unknown,Golden Earring - BURNING STUNTMAN,3926
Boyzone,PICTURE OF YOU,58,206040,A Different Beat,0.768,0.109,0.919,0.366,-6.066,0.862,116.649,0.0416,59,boy band,1154781,Unknown,Boyzone - PICTURE OF YOU,3927
Shola Ama,YOU MIGHT NEED SOMEBODY,43,291120,Much Love,0.691,0.152,0.562,0.368,-6.027,0.651,82.532,0.0308,43,uk garage,62752,Unknown,Shola Ama - YOU MIGHT NEED SOMEBODY,3928
No Mercy,KISS YOU ALL OVER,31,274400,My Promise,0.655,0.0276,0.823,0.0578,-10.03,0.768,110.924,0.0357,53,"boy band, eurodance",74723,Unknown,No Mercy - KISS YOU ALL OVER,3929
DJ Madman,MEISJE (ZO LELIJK ALS DE NACHT),18,175253,CeeDeetje,0.909,0.0984,0.907,0.0188,-6.529,0.929,101.01,0.0604,22,,902,Unknown,DJ Madman - MEISJE (ZO LELIJK ALS DE NACHT),3930
2 Eivissa,OH LA LA LA,50,210234,Are You Ready?,0.78,0.0168,0.725,0.293,-8.041,0.803,130.419,0.0395,46,"eurodance, hip house",12049,Unknown,2 Eivissa - OH LA LA LA,3931
Bellini,SAMBA DE JANEIRO,63,168444,Samba de Janeiro,0.655,0.00614,0.975,0.327,-4.246,0.969,132.967,0.0539,56,,22801,Unknown,Bellini - SAMBA DE JANEIRO,3932
Peter Andre,ALL ABOUT US,12,267266,Time,0.743,0.00509,0.619,0.0669,-8.083,0.716,103.601,0.0477,45,"europop, talent show",87799,Unknown,Peter Andre - ALL ABOUT US,3933
Elvis Presley,ALWAYS ON MY MIND,67,218440,Elvis (Fool),0.358,0.746,0.387,0.119,-14.342,0.495,181.183,0.0324,81,"rock-and-roll, rockabilly",10037589,Unknown,Elvis Presley - ALWAYS ON MY MIND,3934
Hanson,MMMBOP,65,268653,Middle Of Nowhere,0.683,0.00481,0.937,0.07,-6.335,0.619,104.879,0.0449,59,boy band,518170,Unknown,Hanson - MMMBOP,3935
Savage Garden,I WANT YOU,58,232066,Savage Garden,0.628,0.0077,0.871,0.392,-6.44,0.615,106.101,0.0363,66,"boy band, dance pop, pop rock",1377185,Unknown,Savage Garden - I WANT YOU,3936
U2,LAST NIGHT ON EARTH,35,285666,Pop,0.552,0.00661,0.696,0.0721,-8.374,0.52,116.175,0.0324,79,"irish rock, permanent wave, rock",12699333,Unknown,U2 - LAST NIGHT ON EARTH,3937
Radiohead,KARMA POLICE,76,264066,OK Computer,0.36,0.0638,0.501,0.172,-9.129,0.324,74.807,0.0258,84,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",10880409,Unknown,Radiohead - KARMA POLICE,3938
UB40,TELL ME IS IT TRUE,44,204506,The Very Best Of,0.544,0.0461,0.54,0.126,-8.657,0.93,75.427,0.0436,70,"reggae fusion, uk reggae",2440175,Unknown,UB40 - TELL ME IS IT TRUE,3939
Olive,YOU'RE NOT ALONE,49,271026,Extra Virgin,0.69,0.0525,0.643,0.0992,-10.855,0.592,134.261,0.0501,44,trip hop,23131,Unknown,Olive - YOU'RE NOT ALONE,3940
Guus Meeuwis & Vagant,IK TEL TOT 3,39,249866,Schilderij,0.556,0.287,0.912,0.0434,-4.449,0.84,186.304,0.0852,57,"dutch pop, dutch rock, kermis",421377,Unknown,Guus Meeuwis & Vagant - IK TEL TOT 3,3941
Babyface feat. Stevie Wonder,"HOW COME, HOW LONG",43,315093,The Day,0.636,0.0141,0.555,0.0966,-8.121,0.289,80.912,0.0264,59,"contemporary r&b, r&b, urban contemporary",1086971,Unknown,"Babyface feat. Stevie Wonder - HOW COME, HOW LONG",3942
The Rembrandts,I'LL BE THERE FOR YOU - THEME FROM THE TV SERIES FRIENDS,1,181653,"TV Series, Vol. 4 (Themes from TV Series)",0.23,0.0303,0.716,0.141,-7.655,0.72,190.665,0.0483,53,pop rock,62892,Unknown,The Rembrandts - I'LL BE THERE FOR YOU - THEME FROM THE TV SERIES FRIENDS,3943
Energy 52,CAFE DEL MAR - REMIXES,48,229600,Café Del Mar: The Best of the Remixes,0.594,0.0657,0.962,0.0418,-9.186,0.298,133.021,0.0678,46,"belgian dance, bubble trance, german techno, trance",33862,Unknown,Energy 52 - CAFE DEL MAR - REMIXES,3944
Close II You,NICE & NASTY,6,304080,Closer,0.734,0.0429,0.641,0.0668,-8.182,0.839,114.971,0.0345,19,,2146,Unknown,Close II You - NICE & NASTY,3945
Oasis,D'YOU KNOW WHAT I MEAN?,53,463066,Be Here Now (Deluxe Remastered Edition),0.299,0.000154,0.861,0.114,-3.418,0.229,80.208,0.0442,81,"beatlesque, britpop, madchester, permanent wave, rock",10887620,Unknown,Oasis - D'YOU KNOW WHAT I MEAN?,3946
Lutricia McNeal,MY SIDE OF TOWN,34,190026,Ain't that Just the Way,0.778,0.0312,0.674,0.0409,-6.453,0.769,101.977,0.0749,43,,23111,Unknown,Lutricia McNeal - MY SIDE OF TOWN,3947
Charly Lownoise & Mental Theo,JUST CAN'T GET ENOUGH,10,254533,The Best Of Charly Lownoise & Mental Theo,0.531,0.101,0.997,0.957,-4.509,0.458,138.011,0.0504,49,"bubble trance, happy hardcore, hardcore techno",32470,Unknown,Charly Lownoise & Mental Theo - JUST CAN'T GET ENOUGH,3948
Carrilio,SAMBA DE JANEIRO,30,202293,Ibiza Mix '97,0.665,0.0158,0.918,0.625,-7.734,0.965,132.999,0.0378,19,,285,Unknown,Carrilio - SAMBA DE JANEIRO,3949
The Braxtons,THE BOSS,24,582960,The Boss,0.513,0.0395,0.842,0.433,-7.889,0.381,123.726,0.0735,32,,123476,Unknown,The Braxtons - THE BOSS,3950
The Notorious B.I.G.,HYPNOTIZE,78,229826,Life After Death (2014 Remastered Edition),0.901,0.145,0.697,0.287,-3.439,0.67,93.941,0.28,79,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",11050323,Unknown,The Notorious B.I.G. - HYPNOTIZE,3951
Katrina and the Waves,LOVE SHINE A LIGHT,44,187947,Love Shine a Light (15th Anniversary Edition),0.404,0.089,0.79,0.124,-5.281,0.329,83.978,0.0434,63,new wave pop,112948,Unknown,Katrina and the Waves - LOVE SHINE A LIGHT,3952
The Cardigans,LOVEFOOL,79,193953,First Band On The Moon (Remastered),0.704,0.0344,0.636,0.35,-6.029,0.89,111.845,0.0252,71,"lilith, new wave pop, permanent wave, pop rock, swedish pop",1414263,Unknown,The Cardigans - LOVEFOOL,3953
Damage,WONDERFUL TONIGHT,34,227906,Wonderful Tonight,0.678,0.445,0.421,0.127,-8.902,0.253,105.068,0.0243,37,boy band,13392,Unknown,Damage - WONDERFUL TONIGHT,3954
Party Animals,ATOMIC,42,207546,Party@Worldaccess.Nl,0.561,0.0292,0.926,0.483,-9.404,0.777,165.051,0.0553,48,"gabber, happy hardcore",47359,Unknown,Party Animals - ATOMIC,3955
Gino Politi,VIVA LA MAMMA,12,201000,Zonnetje Ga Schijnen,0.615,0.149,0.966,0.261,-4.68,0.38,100.003,0.127,4,,135,Unknown,Gino Politi - VIVA LA MAMMA,3956
Ome Henk & Jantje,IK ZING DIT LIED VOOR OME HENK!,2,223426,"Ome Henk Zingt Samen Met: Patty Brard, Sjaak Bral, Kim Holland, Jantje, Trea Dobbs, Sieb Van Der Kast",0.671,0.304,0.821,0.178,-5.315,0.813,114.042,0.0581,3,,83,Unknown,Ome Henk & Jantje - IK ZING DIT LIED VOOR OME HENK!,3957
Az Yet feat. Peter Cetera,HARD TO SAY I'M SORRY,50,195693,Az Yet,0.537,0.604,0.413,0.16,-9.949,0.22,127.767,0.0366,42,contemporary r&b,296209,Unknown,Az Yet feat. Peter Cetera - HARD TO SAY I'M SORRY,3958
Bloodhound Gang,FIRE WATER BURN,57,291800,One Fierce Beer Coaster,0.687,0.0682,0.565,0.101,-9.613,0.613,97.084,0.0316,64,"alternative metal, comic, funk metal, funk rock, nu metal, rap rock",1013967,Unknown,Bloodhound Gang - FIRE WATER BURN,3959
Skunk Anansie,BRAZEN - WEEP,42,271826,Stoosh,0.532,0.0592,0.52,0.118,-7.714,0.217,126.83,0.0345,53,british alternative rock,375384,Unknown,Skunk Anansie - BRAZEN - WEEP,3960
René Froger,THE NUMBER ONE,17,207000,Sweet Hello`s and Sad Goodbye`s Part 2,0.536,0.548,0.587,0.387,-7.282,0.32,140.195,0.0281,49,"dutch pop, dutch rock, levenslied",86426,Unknown,René Froger - THE NUMBER ONE,3961
No Mercy,PLEASE DON'T GO,40,240093,My Promise,0.715,0.169,0.838,0.395,-10.541,0.962,124.625,0.0341,53,"boy band, eurodance",74723,Unknown,No Mercy - PLEASE DON'T GO,3962
Frans Bauer & Marianne Weber,EENS SCHIJNT WEER DE ZON,6,209026,Bauer Top100,0.573,0.398,0.56,0.295,-7.074,0.594,105.973,0.0263,38,levenslied,33144,Unknown,Frans Bauer & Marianne Weber - EENS SCHIJNT WEER DE ZON,3963
Jon Bon Jovi,MIDNIGHT IN CHELSEA,24,297333,Destination Anywhere,0.621,0.00721,0.704,0.355,-7.513,0.547,98.997,0.0282,55,hard rock,2633077,Unknown,Jon Bon Jovi - MIDNIGHT IN CHELSEA,3964
"Linda, Roos & Jessica",DRUPPELS,10,216973,Linda Roos & Jessica (Expanded Edition),0.807,0.0293,0.428,0.325,-13.494,0.891,120.017,0.041,31,dutch pop,3604,Unknown,"Linda, Roos & Jessica - DRUPPELS",3965
En Vogue,WHATEVER,28,261826,EV3,0.818,0.0179,0.401,0.0345,-8.428,0.8,90.051,0.0401,58,"contemporary r&b, girl group, hip pop, new jack swing, r&b, urban contemporary",1422964,Unknown,En Vogue - WHATEVER,3966
Kula Shaker,HUSH,52,174786,Kollected - The Best of Kula Shaker,0.478,0.000385,0.83,0.0973,-6.902,0.759,117.882,0.0402,47,britpop,240940,Unknown,Kula Shaker - HUSH,3967
Spring & De Groot,VOORBIJ,1,237093,Spring & de Groot,0.578,0.47,0.624,0.0611,-4.969,0.431,130.075,0.0298,1,,34,Unknown,Spring & De Groot - VOORBIJ,3968
Daft Punk,AROUND THE WORLD,71,429533,Homework,0.956,0.00356,0.795,0.0906,-5.311,0.841,121.294,0.15,82,"electro, filter house, rock",10263402,Unknown,Daft Punk - AROUND THE WORLD,3969
Arnhemsgewijs,IK MIS JOU,13,287733,Wij Maken Geen Grappen! (Expanded Edition),0.678,0.000309,0.536,0.289,-9.157,0.151,112.993,0.0367,11,,874,Unknown,Arnhemsgewijs - IK MIS JOU,3970
Skunk Anansie,HEDONISM - JUST BECAUSE YOU FEEL GOOD,57,207360,Stoosh,0.563,0.0874,0.536,0.164,-9.488,0.315,81.115,0.0286,53,british alternative rock,375384,Unknown,Skunk Anansie - HEDONISM - JUST BECAUSE YOU FEEL GOOD,3971
Lutricia McNeal,AIN'T THAT JUST THE WAY,52,215600,Ain't that Just the Way,0.741,0.0278,0.702,0.094,-7.722,0.736,173.882,0.189,43,,23111,Unknown,Lutricia McNeal - AIN'T THAT JUST THE WAY,3972
Funky Green Dogs,FIRED UP!,40,485160,Get Fired Up,0.878,0.0601,0.912,0.0707,-7.716,0.966,122.953,0.0458,31,"tribal house, vocal house",5841,Unknown,Funky Green Dogs - FIRED UP!,3973
Spice Girls / Spice Girls,MAMA / WHO DO YOU THINK YOU ARE,27,222666,Who Do You Think You Are / Mama,0.596,0.413,0.703,0.0749,-9.637,0.764,95.941,0.0359,70,"dance pop, girl group, pop",3844137,Unknown,Spice Girls / Spice Girls - MAMA / WHO DO YOU THINK YOU ARE,3974
Hans Kraay Jr. & Supporters United,ER ZAL D'R ALTIJD EENTJE WINNEN,0,288000,Er Zal D`r Altijd Eentje Winnen,0.606,0.106,0.638,0.0939,-8.106,0.549,144.011,0.0275,1,,16,Unknown,Hans Kraay Jr. & Supporters United - ER ZAL D'R ALTIJD EENTJE WINNEN,3975
Hakkûhbar,GABBERSAURUS,28,186560,Vet heftig,0.568,0.196,0.942,0.582,-6.317,0.136,91.936,0.188,27,happy hardcore,6362,Unknown,Hakkûhbar - GABBERSAURUS,3976
Bruce Springsteen,SECRET GARDEN,61,266613,Greatest Hits,0.52,0.576,0.329,0.12,-14.224,0.118,86.857,0.0266,79,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",6649763,Unknown,Bruce Springsteen - SECRET GARDEN,3977
The Kelly Family,FELL IN LOVE WITH AN ALIEN,52,191586,Almost Heaven,0.68,0.233,0.674,0.117,-8.999,0.502,92.02,0.0491,53,,210665,Unknown,The Kelly Family - FELL IN LOVE WITH AN ALIEN,3978
Michael Jackson,BLOOD ON THE DANCE FLOOR,60,253000,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,0.807,0.0135,0.741,0.06,-4.472,0.558,108.989,0.083,86,"r&b, soul",33415055,Unknown,Michael Jackson - BLOOD ON THE DANCE FLOOR,3979
No Doubt,JUST A GIRL,73,209200,Tragic Kingdom,0.638,0.0662,0.906,0.142,-4.824,0.767,107.991,0.0504,70,"dance pop, dance rock, permanent wave, pop rock, rock",2925242,Unknown,No Doubt - JUST A GIRL,3980
Juggernaut,RUFFNECK RULES DA ARTCORE SCENE,36,289362,Ruffneck Rules Da Art-Core Scene,0.587,0.00546,0.734,0.0809,-11.084,0.315,179.976,0.0495,33,gabber,4477,Unknown,Juggernaut - RUFFNECK RULES DA ARTCORE SCENE,3981
R. Kelly,I BELIEVE I CAN FLY,58,320666,R.,0.55,0.241,0.444,0.187,-7.588,0.0438,120.179,0.0292,69,,2432337,Unknown,R. Kelly - I BELIEVE I CAN FLY,3982
Total Touch,"STANDIN' STRONG, TOGETHER!",13,311266,Total Touch,0.786,0.16,0.682,0.596,-6.844,0.775,92.062,0.0289,31,"dutch pop, dutch rock",9912,Unknown,"Total Touch - STANDIN' STRONG, TOGETHER!",3983
No Mercy,WHEN I DIE,43,269306,My Promise,0.733,0.438,0.354,0.12,-14.382,0.816,147.859,0.0536,53,"boy band, eurodance",74723,Unknown,No Mercy - WHEN I DIE,3984
Gary Barlow,LOVE WONT WAIT,31,255760,Open Road,0.768,0.102,0.654,0.274,-9.288,0.727,119.993,0.0356,46,talent show,370472,Unknown,Gary Barlow - LOVE WONT WAIT,3985
Frans Bauer & Marianne Weber,DE REGENBOOG,17,198160,Bauer Top100,0.699,0.384,0.605,0.394,-7.233,0.695,116.051,0.0332,38,levenslied,33144,Unknown,Frans Bauer & Marianne Weber - DE REGENBOOG,3986
Gala,LET A BOY CRY,45,203284,Come Into My Life (The Album),0.692,0.00269,0.769,0.113,-6.132,0.828,128.977,0.0362,64,"eurodance, italo dance",112162,Unknown,Gala - LET A BOY CRY,3987
George Michael,STAR PEOPLE '97,34,340879,Older (Expanded Edition),0.788,0.0854,0.873,0.831,-7.488,0.783,108.628,0.0476,75,"new wave pop, soft rock",5066500,Unknown,George Michael - STAR PEOPLE '97,3988
